FY 2025 IPPS/LTCH PPS Final Rule: Hospital Readmissions Reduction Program Supplemental Data            ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hospital CNN,  Payment adjustment factor ,Payment reduction percentage,Dual proportion,Peer group assignment,Neutrality modifier ,Number of eligible discharges for AMI,ERR for AMI,Peer group median ERR for AMI,Penalty indicator for AMI,DRG payment ratio for AMI,Number of eligible discharges for COPD,ERR for COPD,Peer group median ERR for COPD,Penalty indicator for COPD,DRG payment ratio for COPD,Number of eligible discharges for HF,ERR for HF,Peer group median ERR for HF,Penalty indicator for HF,DRG payment ratio for HF,Number of eligible discharges for pneumonia,ERR for pneumonia,Peer group median ERR for pneumonia,Penalty indicator for pneumonia,DRG payment ratio for pneumonia,Number of eligible discharges for CABG,ERR for CABG,Peer group median ERR for CABG,Penalty indicator for CABG,DRG payment ratio for CABG,Number of eligible discharges for THA/TKA,ERR for THA/TKA,Peer group median ERR for THA/TKA,Penalty indicator for THA/TKA,DRG payment ratio for THA/TKA,
020026,1.0000,0.00%,0.4767,5,0.9652,45,0.9397,1.0014,N,0.0071,77,0.9345,1.0059,N,0.0097,144,1.0106,1.0188,N,0.0189,152,0.9269,1.0110,N,0.0271,,,1.0032,N,,155,0.8435,0.9925,N,0.0305,
030002,1.0000,0.00%,0.3431,5,0.9652,115,0.8549,1.0014,N,0.0117,69,0.9553,1.0059,N,0.0047,294,0.9896,1.0188,N,0.0180,240,0.9925,1.0110,N,0.0172,96,0.9052,1.0032,N,0.0153,1,0.9955,0.9925,N,0.0001,
030006,0.9919,0.81%,0.2074,3,0.9652,282,1.2140,0.9958,Y,0.0199,167,0.9611,0.9924,N,0.0047,652,1.1036,0.9955,Y,0.0252,560,1.0359,0.9912,Y,0.0233,114,1.0080,0.9943,Y,0.0155,251,1.0035,0.9963,Y,0.0125,
030007,1.0000,0.00%,0.1899,2,0.9652,99,0.9767,0.9956,N,0.0257,61,0.9134,0.9942,N,0.0093,183,0.8627,0.9875,N,0.0336,218,0.8972,0.9895,N,0.0443,,,0.9966,N,,11,0.9482,0.9888,N,0.0030,
030010,0.9996,0.04%,0.2654,4,0.9652,178,0.9760,0.9972,N,0.0460,39,1.0310,0.9969,Y,0.0046,189,0.9513,1.0032,N,0.0277,191,0.9531,1.0002,N,0.0286,46,1.0173,1.0061,Y,0.0241,10,0.9636,0.9901,N,0.0021,
030011,0.9982,0.18%,0.2048,3,0.9652,140,0.9803,0.9958,N,0.0188,57,0.9464,0.9924,N,0.0050,183,1.1089,0.9955,Y,0.0163,213,0.9420,0.9912,N,0.0222,,,0.9943,N,,145,0.9210,0.9963,N,0.0184,
030012,0.9971,0.29%,0.1323,1,0.9652,418,0.8237,0.9957,N,0.0474,192,1.0040,0.9940,Y,0.0102,454,1.0429,0.9947,Y,0.0280,587,1.0222,0.9944,Y,0.0365,120,1.0166,0.9982,Y,0.0289,88,0.8362,0.9913,N,0.0078,
030013,0.9946,0.54%,0.3008,4,0.9652,318,0.9570,0.9972,N,0.0329,157,0.9732,0.9969,N,0.0079,583,1.1592,1.0032,Y,0.0338,586,0.9965,1.0002,N,0.0419,106,0.9563,1.0061,N,0.0248,81,1.0458,0.9901,Y,0.0064,
030014,0.9985,0.15%,0.2478,4,0.9652,105,1.0527,0.9972,Y,0.0150,77,0.9099,0.9969,N,0.0059,240,1.0404,1.0032,Y,0.0206,276,0.9301,1.0002,N,0.0336,6,0.9830,1.0061,N,0.0020,67,0.9000,0.9901,N,0.0082,
030016,0.9951,0.49%,0.2813,4,0.9652,72,1.0126,0.9972,Y,0.0181,56,1.0802,0.9969,Y,0.0109,188,0.9549,1.0032,N,0.0370,286,1.0456,1.0002,Y,0.0857,,,1.0061,N,,2,0.9890,0.9901,N,0.0006,
030022,0.9991,0.09%,0.5770,5,0.9652,11,1.0235,1.0014,N,0.0047,14,1.0050,1.0059,N,0.0036,45,1.0781,1.0188,Y,0.0145,38,1.0164,1.0110,Y,0.0167,,,1.0032,N,,5,0.9865,0.9925,N,0.0022,
030023,0.9979,0.21%,0.2931,4,0.9652,154,0.9806,0.9972,N,0.0247,51,0.9789,0.9969,N,0.0031,295,0.9567,1.0032,N,0.0222,203,1.0103,1.0002,Y,0.0157,74,1.1026,1.0061,Y,0.0204,86,0.8826,0.9901,N,0.0085,
030024,0.9984,0.16%,0.2864,4,0.9652,166,1.0417,0.9972,Y,0.0140,102,1.0128,0.9969,Y,0.0071,223,0.9495,1.0032,N,0.0093,245,1.0268,1.0002,Y,0.0117,61,1.0859,1.0061,Y,0.0081,6,1.0472,0.9901,N,0.0004,
030030,1.0000,0.00%,0.4088,5,0.9652,16,0.9646,1.0014,N,0.0063,33,1.0001,1.0059,N,0.0101,45,0.9791,1.0188,N,0.0140,82,0.9957,1.0110,N,0.0285,,,1.0032,N,,,,0.9925,N,,
030036,0.9984,0.16%,0.1715,2,0.9652,349,1.0038,0.9956,Y,0.0251,151,0.9669,0.9942,N,0.0053,626,0.9048,0.9875,N,0.0242,674,0.9248,0.9895,N,0.0311,165,1.0674,0.9966,Y,0.0209,20,1.1054,0.9888,N,0.0012,
030037,0.9997,0.03%,0.4099,5,0.9652,14,1.0030,1.0014,N,0.0176,9,0.9846,1.0059,N,0.0060,25,1.0323,1.0188,Y,0.0199,16,0.9788,1.0110,N,0.0127,,,1.0032,N,,4,0.9903,0.9925,N,0.0048,
030038,0.9963,0.37%,0.1685,2,0.9652,128,0.9828,0.9956,N,0.0110,100,1.0009,0.9942,Y,0.0048,344,1.1366,0.9875,Y,0.0207,383,0.9689,0.9895,N,0.0239,,,0.9966,N,,208,1.0358,0.9888,Y,0.0156,
030043,0.9937,0.63%,0.2006,3,0.9652,107,1.0461,0.9958,Y,0.0250,80,1.0089,0.9924,Y,0.0149,166,1.0368,0.9955,Y,0.0315,273,0.9573,0.9912,N,0.0675,,,0.9943,N,,123,1.1055,0.9963,Y,0.0342,
030055,0.9983,0.17%,0.2463,4,0.9652,117,0.9142,0.9972,N,0.0233,85,0.9202,0.9969,N,0.0106,269,1.0161,1.0032,Y,0.0395,350,0.9838,1.0002,N,0.0629,,,1.0061,N,,34,1.1767,0.9901,Y,0.0065,
030061,0.9925,0.75%,0.1524,2,0.9652,242,1.0527,0.9956,Y,0.0228,186,0.9526,0.9942,N,0.0085,725,1.0578,0.9875,Y,0.0388,916,1.0290,0.9895,Y,0.0560,170,1.0500,0.9966,Y,0.0290,113,0.9220,0.9888,N,0.0079,
030062,0.9997,0.03%,0.2057,3,0.9652,68,1.0197,0.9958,Y,0.0135,60,0.9261,0.9924,N,0.0084,172,0.9914,0.9955,N,0.0296,225,0.9550,0.9912,N,0.0455,,,0.9943,N,,18,1.0725,0.9963,N,0.0045,
030064,0.9997,0.03%,0.3352,5,0.9652,129,1.0195,1.0014,Y,0.0175,45,0.9922,1.0059,N,0.0050,211,0.9446,1.0188,N,0.0133,294,0.9717,1.0110,N,0.0236,78,0.9125,1.0032,N,0.0156,5,0.9788,0.9925,N,0.0004,
030065,0.9939,0.61%,0.2551,4,0.9652,207,1.0406,0.9972,Y,0.0171,133,0.9700,0.9969,N,0.0050,348,1.0655,1.0032,Y,0.0177,586,1.1253,1.0002,Y,0.0358,64,0.9894,1.0061,N,0.0115,13,1.0181,0.9901,N,0.0011,
030069,0.9995,0.05%,0.1340,1,0.9652,210,0.9780,0.9957,N,0.0466,124,0.9884,0.9940,N,0.0115,281,1.0098,0.9947,Y,0.0333,313,0.9663,0.9944,N,0.0419,83,0.9982,0.9982,N,0.0403,65,0.9585,0.9913,N,0.0105,
030071,0.9977,0.23%,0.4007,5,0.9652,4,0.9891,1.0014,N,0.0030,9,1.0321,1.0059,N,0.0044,44,1.0480,1.0188,Y,0.0188,61,1.0750,1.0110,Y,0.0288,,,1.0032,N,,,,0.9925,N,,
030073,1.0000,0.00%,0.5542,5,0.9652,,,1.0014,N,,8,1.0155,1.0059,N,0.0036,21,0.9919,1.0188,N,0.0114,74,0.9911,1.0110,N,0.0509,,,1.0032,N,,11,1.1447,0.9925,N,0.0109,
030074,1.0000,0.00%,0.5581,5,0.9652,,,1.0014,N,,1,0.9980,1.0059,N,0.0110,,,1.0188,N,,1,0.9980,1.0110,N,0.0087,,,1.0032,N,,,,0.9925,N,,
030078,1.0000,0.00%,0.4053,5,0.9652,,,1.0014,N,,3,0.9946,1.0059,N,0.0044,3,1.0052,1.0188,N,0.0025,15,0.9991,1.0110,N,0.0305,,,1.0032,N,,,,0.9925,N,,
030083,0.9990,0.10%,0.2474,4,0.9652,17,0.9647,0.9972,N,0.0041,39,0.9446,0.9969,N,0.0093,65,0.9874,1.0032,N,0.0161,138,1.0244,1.0002,Y,0.0425,,,1.0061,N,,24,0.9262,0.9901,N,0.0087,
030084,0.9988,0.12%,0.6022,5,0.9652,1,0.9977,1.0014,N,0.0006,3,1.0130,1.0059,N,0.0020,25,1.0012,1.0188,N,0.0160,51,1.0390,1.0110,Y,0.0436,,,1.0032,N,,,,0.9925,N,,
030085,0.9991,0.09%,0.1571,2,0.9652,222,0.8625,0.9956,N,0.0289,102,1.0718,0.9942,Y,0.0058,412,0.9621,0.9875,N,0.0291,318,0.9734,0.9895,N,0.0246,105,1.0152,0.9966,Y,0.0287,24,0.9610,0.9888,N,0.0023,
030087,0.9928,0.72%,0.0708,1,0.9652,286,0.9983,0.9957,Y,0.0198,111,1.0505,0.9940,Y,0.0037,692,1.0236,0.9947,Y,0.0289,631,1.1182,0.9944,Y,0.0271,119,1.1415,0.9982,Y,0.0164,229,1.0512,0.9913,Y,0.0114,
030088,0.9995,0.05%,0.1686,2,0.9652,11,0.9620,0.9956,N,0.0008,143,0.9227,0.9942,N,0.0090,384,1.0100,0.9875,Y,0.0239,779,0.9217,0.9895,N,0.0644,,,0.9966,N,,23,0.9631,0.9888,N,0.0026,
030089,0.9985,0.15%,0.2740,4,0.9652,153,1.0074,0.9972,Y,0.0193,126,1.0225,0.9969,Y,0.0076,388,0.8937,1.0032,N,0.0281,561,1.0151,1.0002,Y,0.0469,65,1.0334,1.0061,Y,0.0159,10,0.9392,0.9901,N,0.0010,
030092,0.9966,0.34%,0.1760,2,0.9652,153,1.0112,0.9956,Y,0.0181,71,0.9970,0.9942,Y,0.0041,309,1.0618,0.9875,Y,0.0244,323,1.0103,0.9895,Y,0.0302,45,1.0543,0.9966,Y,0.0135,54,0.9474,0.9888,N,0.0056,
030093,0.9979,0.21%,0.1156,1,0.9652,271,1.0855,0.9957,Y,0.0195,210,0.9428,0.9940,N,0.0089,742,0.9135,0.9947,N,0.0380,"1,073",1.0004,0.9944,Y,0.0699,,,0.9982,N,,79,0.8951,0.9913,N,0.0060,
030094,0.9936,0.64%,0.1674,2,0.9652,316,1.1148,0.9956,Y,0.0412,78,1.0329,0.9942,Y,0.0039,458,1.0169,0.9875,Y,0.0321,338,1.0050,0.9895,Y,0.0241,145,1.0020,0.9966,Y,0.0331,37,1.0208,0.9888,Y,0.0029,
030101,0.9981,0.19%,0.1909,2,0.9652,159,1.0289,0.9956,Y,0.0435,96,1.0249,0.9942,Y,0.0159,180,0.9134,0.9875,N,0.0373,170,0.8973,0.9895,N,0.0401,,,0.9966,N,,24,1.0624,0.9888,N,0.0065,
030103,0.9990,0.10%,0.0844,1,0.9652,218,1.0292,0.9957,Y,0.0091,128,0.9382,0.9940,N,0.0028,919,0.9706,0.9947,N,0.0216,879,0.9192,0.9944,N,0.0228,90,1.0332,0.9982,Y,0.0079,187,1.0681,0.9913,Y,0.0057,
030105,0.9784,2.16%,0.0965,1,0.9652,414,1.0397,0.9957,Y,0.0838,18,0.9969,0.9940,N,0.0019,395,0.9382,0.9947,N,0.0429,53,0.9633,0.9944,N,0.0093,212,1.2382,0.9982,Y,0.0780,,,0.9913,N,,
030107,1.0000,0.00%,0.0067,1,0.9652,,,0.9957,N,,,,0.9940,N,,,,0.9947,N,,,,0.9944,N,,,,0.9982,N,,841,0.6598,0.9913,N,0.4010,
030108,0.9914,0.86%,0.0812,1,0.9652,,,0.9957,N,,,,0.9940,N,,,,0.9947,N,,,,0.9944,N,,,,0.9982,N,,207,1.0543,0.9913,Y,0.1409,
030110,0.9990,0.10%,0.2535,4,0.9652,141,0.8791,0.9972,N,0.0229,73,0.9941,0.9969,N,0.0093,165,0.9725,1.0032,N,0.0196,304,1.0258,1.0002,Y,0.0395,,,1.0061,N,,18,1.0098,0.9901,N,0.0027,
030111,1.0000,0.00%,0.5091,5,0.9652,32,0.9662,1.0014,N,0.0132,18,1.0110,1.0059,N,0.0048,84,0.9763,1.0188,N,0.0262,108,0.9630,1.0110,N,0.0487,,,1.0032,N,,1,0.9980,0.9925,N,0.0004,
030112,0.9700,3.00%,0.0363,1,0.9652,,,0.9957,N,,,,0.9940,N,,,,0.9947,N,,,,0.9944,N,,,,0.9982,N,,326,1.6430,0.9913,Y,0.3507,
030113,1.0000,0.00%,0.5013,5,0.9652,,,1.0014,N,,6,1.0059,1.0059,N,0.0057,5,1.0016,1.0188,N,0.0053,46,0.9999,1.0110,N,0.0507,,,1.0032,N,,,,0.9925,N,,
030114,0.9996,0.04%,0.0848,1,0.9652,97,1.0179,0.9957,Y,0.0200,65,0.9427,0.9940,N,0.0086,294,0.9760,0.9947,N,0.0459,278,0.9465,0.9944,N,0.0513,,,0.9982,N,,98,0.8966,0.9913,N,0.0231,
030115,0.9989,0.11%,0.3349,5,0.9652,99,0.9431,1.0014,N,0.0256,54,1.0118,1.0059,Y,0.0054,290,0.9996,1.0188,N,0.0359,281,1.0365,1.0110,Y,0.0434,26,0.9883,1.0032,N,0.0136,7,1.0569,0.9925,N,0.0011,
030117,0.9995,0.05%,0.1549,2,0.9652,23,1.0155,0.9956,N,0.0209,32,0.9734,0.9942,N,0.0188,63,0.9994,0.9875,Y,0.0461,63,0.9761,0.9895,N,0.0427,,,0.9966,N,,3,0.9930,0.9888,N,0.0040,
030119,0.9987,0.13%,0.1498,2,0.9652,135,0.9742,0.9956,N,0.0152,113,0.9789,0.9942,N,0.0073,422,1.0283,0.9875,Y,0.0341,431,0.9405,0.9895,N,0.0422,2,0.9928,0.9966,N,0.0007,119,0.8600,0.9888,N,0.0143,
030121,0.9966,0.34%,0.2001,3,0.9652,149,0.8738,0.9958,N,0.0355,47,0.9716,0.9924,N,0.0072,160,0.9295,0.9955,N,0.0270,196,0.9756,0.9912,N,0.0334,23,0.9948,0.9943,N,0.0137,104,1.1436,0.9963,Y,0.0240,
030122,1.0000,0.00%,0.1681,2,0.9652,2,1.0136,0.9956,N,0.0002,32,0.9953,0.9942,Y,0.0037,105,0.9251,0.9875,N,0.0130,333,0.9268,0.9895,N,0.0610,,,0.9966,N,,,,0.9888,N,,
030123,0.9895,1.05%,0.0506,1,0.9652,128,1.1824,0.9957,Y,0.0159,71,0.9751,0.9940,N,0.0051,374,1.0520,0.9947,Y,0.0337,312,1.0240,0.9944,Y,0.0327,,,0.9982,N,,219,1.1642,0.9913,Y,0.0289,
030130,0.9896,1.04%,0.1602,2,0.9652,,,0.9956,N,,35,1.0836,0.9942,Y,0.0096,92,0.9346,0.9875,N,0.0271,214,1.1040,0.9895,Y,0.0863,,,0.9966,N,,3,0.9885,0.9888,N,0.0015,
030131,1.0000,0.00%,0.0268,1,0.9652,,,0.9957,N,,,,0.9940,N,,,,0.9947,N,,,,0.9944,N,,,,0.9982,N,,"1,655",0.6332,0.9913,N,0.4412,
030134,0.9978,0.22%,0.1481,2,0.9652,,,0.9956,N,,18,1.0038,0.9942,N,0.0180,30,0.9964,0.9875,Y,0.0347,98,1.0026,0.9895,Y,0.1513,,,0.9966,N,,,,0.9888,N,,
030136,1.0000,0.00%,0.3458,5,0.9652,,,1.0014,N,,4,0.9904,1.0059,N,0.0199,,,1.0188,N,,19,0.9783,1.0110,N,0.0919,,,1.0032,N,,,,0.9925,N,,
030138,1.0000,0.00%,0.0305,1,0.9652,,,0.9957,N,,,,0.9940,N,,,,0.9947,N,,14,1.0040,0.9944,N,0.0224,,,0.9982,N,,,,0.9913,N,,
030139,0.9994,0.06%,0.1595,2,0.9652,,,0.9956,N,,26,1.0043,0.9942,Y,0.0120,38,1.0145,0.9875,Y,0.0201,104,0.9738,0.9895,N,0.0510,,,0.9966,N,,1,0.9968,0.9888,N,0.0008,
030146,0.9937,0.63%,0.1017,1,0.9652,7,1.0123,0.9957,N,0.0027,22,0.9981,0.9940,N,0.0084,79,1.0634,0.9947,Y,0.0313,111,1.0376,0.9944,Y,0.0515,,,0.9982,N,,25,1.1292,0.9913,Y,0.0157,
030147,0.9882,1.18%,0.1743,2,0.9652,13,1.0113,0.9956,N,0.0079,25,1.0904,0.9942,Y,0.0107,89,1.0436,0.9875,Y,0.0377,171,1.0958,0.9895,Y,0.0859,,,0.9966,N,,4,0.9797,0.9888,N,0.0025,
030148,0.9952,0.48%,0.1204,1,0.9652,23,1.0816,0.9957,N,0.0250,39,0.9882,0.9940,N,0.0204,96,0.9635,0.9947,N,0.0664,126,1.0440,0.9944,Y,0.0996,,,0.9982,N,,9,1.0488,0.9913,N,0.0086,
030152,1.0000,0.00%,0.1111,1,0.9652,,,0.9957,N,,,,0.9940,N,,2,1.0065,0.9947,N,0.1717,1,0.9988,0.9944,N,0.2995,,,0.9982,N,,,,0.9913,N,,
030153,1.0000,0.00%,0.0500,1,0.9652,,,0.9957,N,,1,0.9966,0.9940,N,0.0507,,,0.9947,N,,1,1.0139,0.9944,N,0.0444,,,0.9982,N,,,,0.9913,N,,
040001,0.9997,0.03%,0.2384,3,0.9652,5,0.9995,0.9958,N,0.0023,24,0.9359,0.9924,N,0.0158,47,0.9982,0.9955,Y,0.0257,54,0.9968,0.9912,Y,0.0347,,,0.9943,N,,14,1.0188,0.9963,N,0.0116,
040002,0.9967,0.33%,0.2216,3,0.9652,1,0.9965,0.9958,N,0.0007,49,1.0142,0.9924,Y,0.0394,41,0.9916,0.9955,N,0.0345,87,1.0260,0.9912,Y,0.0728,,,0.9943,N,,5,0.9773,0.9963,N,0.0066,
040004,1.0000,0.00%,0.1447,1,0.9652,257,0.8392,0.9957,N,0.0279,137,0.8736,0.9940,N,0.0061,651,0.8251,0.9947,N,0.0367,402,0.9586,0.9944,N,0.0215,154,0.9106,0.9982,N,0.0292,97,0.8707,0.9913,N,0.0066,
040007,0.9971,0.29%,0.1871,2,0.9652,236,0.9955,0.9956,N,0.0269,69,1.0179,0.9942,Y,0.0035,525,1.0112,0.9875,Y,0.0221,281,1.1485,0.9895,Y,0.0154,286,0.8952,0.9966,N,0.0421,9,0.9562,0.9888,N,0.0006,
040010,1.0000,0.00%,0.1291,1,0.9652,192,0.9663,0.9957,N,0.0241,130,0.9445,0.9940,N,0.0099,402,0.9256,0.9947,N,0.0301,423,0.9731,0.9944,N,0.0359,85,0.9716,0.9982,N,0.0218,23,1.0276,0.9913,N,0.0023,
040011,0.9946,0.54%,0.2626,4,0.9652,2,0.9932,0.9972,N,0.0015,31,1.0423,0.9969,Y,0.0158,102,1.0002,1.0032,N,0.0627,141,1.0507,1.0002,Y,0.0959,,,1.0061,N,,,,0.9901,N,,
040014,0.9908,0.92%,0.2418,4,0.9652,146,1.0055,0.9972,Y,0.0171,289,1.0977,0.9969,Y,0.0202,390,1.0387,1.0032,Y,0.0322,514,1.1311,1.0002,Y,0.0466,,,1.0061,N,,76,0.9981,0.9901,Y,0.0094,
040015,0.9932,0.68%,0.2362,3,0.9652,1,0.9976,0.9958,N,0.0017,23,1.0342,0.9924,N,0.0241,41,1.0265,0.9955,Y,0.0527,74,1.0536,0.9912,Y,0.0864,,,0.9943,N,,2,0.9928,0.9963,N,0.0040,
040016,0.9989,0.11%,0.2451,4,0.9652,65,1.0919,0.9972,Y,0.0055,75,1.0117,0.9969,Y,0.0029,276,1.0034,1.0032,Y,0.0116,324,1.0281,1.0002,Y,0.0188,14,0.9537,1.0061,N,0.0022,40,0.9265,0.9901,N,0.0025,
040017,0.9997,0.03%,0.2557,4,0.9652,8,0.9780,0.9972,N,0.0026,54,0.9592,0.9969,N,0.0180,65,0.9357,1.0032,N,0.0203,228,0.9885,1.0002,N,0.0825,,,1.0061,N,,45,1.0014,0.9901,Y,0.0252,
040018,1.0000,0.00%,0.2685,4,0.9652,,,0.9972,N,,3,0.9939,0.9969,N,0.0200,1,1.0128,1.0032,N,0.0051,9,1.0106,1.0002,N,0.0579,,,1.0061,N,,,,0.9901,N,,
040019,0.9996,0.04%,0.3822,5,0.9652,11,0.9710,1.0014,N,0.0112,28,1.0202,1.0059,Y,0.0269,22,1.0001,1.0188,N,0.0261,66,1.0111,1.0110,Y,0.0808,,,1.0032,N,,1,0.9976,0.9925,N,0.0017,
040020,0.9942,0.58%,0.2719,4,0.9652,237,1.0367,0.9972,Y,0.0255,400,1.0563,0.9969,Y,0.0198,412,1.1021,1.0032,Y,0.0212,478,0.9556,1.0002,N,0.0233,123,1.0753,1.0061,Y,0.0246,9,0.9593,0.9901,N,0.0005,
040022,0.9999,0.01%,0.2302,3,0.9652,252,0.9982,0.9958,Y,0.0494,125,0.9612,0.9924,N,0.0137,257,0.9856,0.9955,N,0.0306,278,0.8058,0.9912,N,0.0373,18,1.0963,0.9943,N,0.0097,18,1.0786,0.9963,N,0.0028,
040026,0.9959,0.41%,0.1716,2,0.9652,256,0.9883,0.9956,N,0.0235,121,1.0658,0.9942,Y,0.0071,659,1.0642,0.9875,Y,0.0388,526,1.0032,0.9895,Y,0.0360,48,1.0253,0.9966,Y,0.0109,47,0.8569,0.9888,N,0.0049,
040027,0.9834,1.66%,0.1714,2,0.9652,243,1.0807,0.9956,Y,0.0335,214,1.1267,0.9942,Y,0.0142,511,0.9751,0.9875,N,0.0395,422,1.1221,0.9895,Y,0.0388,69,1.2530,0.9966,Y,0.0227,222,1.0476,0.9888,Y,0.0264,
040029,0.9990,0.10%,0.2102,3,0.9652,118,1.0473,0.9958,Y,0.0151,91,0.9897,0.9924,N,0.0084,257,0.9622,0.9955,N,0.0253,450,0.9897,0.9912,N,0.0546,,,0.9943,N,,59,1.0241,0.9963,Y,0.0082,
040036,0.9988,0.12%,0.1977,3,0.9652,248,1.0070,0.9958,Y,0.0266,202,0.9563,0.9924,N,0.0112,449,1.0242,0.9955,Y,0.0263,699,0.9888,0.9912,N,0.0462,41,0.9844,0.9943,N,0.0096,44,1.0365,0.9963,Y,0.0039,
040039,0.9997,0.03%,0.2909,4,0.9652,35,0.9832,0.9972,N,0.0166,75,1.0045,0.9969,Y,0.0228,110,0.9849,1.0032,N,0.0359,137,1.0031,1.0002,Y,0.0455,,,1.0061,N,,5,1.1522,0.9901,N,0.0025,
040041,0.9990,0.10%,0.2244,3,0.9652,85,1.0304,0.9958,Y,0.0263,70,0.9543,0.9924,N,0.0143,186,0.9983,0.9955,Y,0.0435,182,0.9347,0.9912,N,0.0513,,,0.9943,N,,80,0.9690,0.9963,N,0.0245,
040050,0.9968,0.32%,0.2522,4,0.9652,17,1.0004,0.9972,N,0.0195,13,0.9897,0.9969,N,0.0112,32,0.9983,1.0032,N,0.0263,54,1.0796,1.0002,Y,0.0423,,,1.0061,N,,19,0.9532,0.9901,N,0.0241,
040051,0.9861,1.39%,0.2647,4,0.9652,1,0.9947,0.9972,N,0.0006,107,1.0583,0.9969,Y,0.0376,149,1.0284,1.0032,Y,0.0618,230,1.1050,1.0002,Y,0.1001,,,1.0061,N,,,,0.9901,N,,
040055,0.9927,0.73%,0.2830,4,0.9652,273,1.1201,0.9972,Y,0.0287,261,1.0219,0.9969,Y,0.0197,632,1.0723,1.0032,Y,0.0432,594,1.0075,1.0002,Y,0.0469,48,1.0249,1.0061,Y,0.0132,11,1.0293,0.9901,N,0.0012,
040062,0.9949,0.51%,0.2270,3,0.9652,340,1.1058,0.9958,Y,0.0315,199,1.0379,0.9924,Y,0.0122,601,1.0010,0.9955,Y,0.0337,564,1.0115,0.9912,Y,0.0381,70,1.0125,0.9943,Y,0.0177,250,0.7198,0.9963,N,0.0195,
040067,0.9992,0.08%,0.2165,3,0.9652,4,1.0201,0.9958,N,0.0028,21,1.0241,0.9924,N,0.0174,64,0.9906,0.9955,N,0.0397,47,1.0158,0.9912,Y,0.0333,,,0.9943,N,,13,0.9541,0.9963,N,0.0159,
040069,0.9972,0.28%,0.4843,5,0.9652,3,0.9912,1.0014,N,0.0037,43,0.9611,1.0059,N,0.0318,35,1.0446,1.0188,Y,0.0293,66,1.0469,1.0110,Y,0.0587,,,1.0032,N,,,,0.9925,N,,
040071,0.9938,0.62%,0.2968,4,0.9652,149,1.0492,0.9972,Y,0.0238,144,0.9569,0.9969,N,0.0148,352,1.0221,1.0032,Y,0.0385,227,1.1494,1.0002,Y,0.0299,,,1.0061,N,,131,0.9037,0.9901,N,0.0220,
040072,0.9958,0.42%,0.2335,3,0.9652,1,0.9961,0.9958,N,0.0018,29,0.9914,0.9924,N,0.0345,51,1.0561,0.9955,Y,0.0721,70,0.9555,0.9912,N,0.1072,,,0.9943,N,,1,0.9973,0.9963,N,0.0046,
040076,0.9998,0.02%,0.4003,5,0.9652,1,0.9959,1.0014,N,0.0009,11,1.0425,1.0059,N,0.0126,17,1.0235,1.0188,N,0.0204,31,1.0160,1.0110,Y,0.0444,,,1.0032,N,,,,0.9925,N,,
040078,0.9890,1.10%,0.2265,3,0.9652,85,1.2142,0.9958,Y,0.0220,79,1.0073,0.9924,Y,0.0111,186,1.0194,0.9955,Y,0.0286,302,0.9954,0.9912,Y,0.0557,70,0.9801,0.9943,N,0.0365,124,1.2120,0.9963,Y,0.0257,
040084,0.9898,1.02%,0.2174,3,0.9652,55,1.0249,0.9958,Y,0.0164,91,1.0009,0.9924,Y,0.0174,129,1.0588,0.9955,Y,0.0262,166,1.0788,0.9912,Y,0.0393,,,0.9943,N,,125,1.1177,0.9963,Y,0.0395,
040088,0.9993,0.07%,0.2212,3,0.9652,93,0.9577,0.9958,N,0.0359,36,0.9630,0.9924,N,0.0090,165,0.9094,0.9955,N,0.0430,169,0.8993,0.9912,N,0.0520,,,0.9943,N,,33,1.0526,0.9963,Y,0.0128,
040114,0.9976,0.24%,0.2017,3,0.9652,283,0.9635,0.9958,N,0.0203,262,0.9286,0.9924,N,0.0067,690,1.0675,0.9955,Y,0.0201,802,1.0250,0.9912,Y,0.0258,179,0.9268,0.9943,N,0.0197,63,1.0488,0.9963,Y,0.0025,
040118,0.9880,1.20%,0.1944,3,0.9652,196,1.1099,0.9958,Y,0.0223,142,1.0521,0.9924,Y,0.0081,680,1.0886,0.9955,Y,0.0429,597,1.1011,0.9912,Y,0.0489,50,0.9801,0.9943,N,0.0139,26,1.0210,0.9963,Y,0.0026,
040119,0.9989,0.11%,0.2456,4,0.9652,150,0.9958,0.9972,N,0.0288,151,0.9325,0.9969,N,0.0174,245,0.9684,1.0032,N,0.0307,247,1.0335,1.0002,Y,0.0348,,,1.0061,N,,136,0.7394,0.9901,N,0.0233,
040134,0.9938,0.62%,0.0798,1,0.9652,433,0.9528,0.9957,N,0.0634,64,0.9831,0.9940,N,0.0042,538,0.9929,0.9947,N,0.0397,157,1.0585,0.9944,Y,0.0095,510,1.0486,0.9982,Y,0.1161,,,0.9913,N,,
040137,0.9998,0.02%,0.1472,1,0.9652,34,0.9750,0.9957,N,0.0078,14,0.9967,0.9940,N,0.0026,69,0.9582,0.9947,N,0.0131,72,1.0114,0.9944,Y,0.0152,,,0.9982,N,,,,0.9913,N,,
040147,1.0000,0.00%,0.0223,1,0.9652,,,0.9957,N,,,,0.9940,N,,,,0.9947,N,,1,0.9984,0.9944,N,0.0001,,,0.9982,N,,"2,078",0.6373,0.9913,N,0.4308,
